Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion;Regimen
Piso en calle de Mallorca, s/n, La Sagrada Família, Barcelona;3000;3 hab.;120 m²;barcelona;eixample;la-sagrada-familia;No;Bajo exterior con ascensor;Alquiler
Estudio en Marina, La Sagrada Família, Barcelona;1600;no definido;60 m²;barcelona;eixample;la-sagrada-familia;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de València, La Sagrada Família, Barcelona;1500;1 hab.;68 m²;barcelona;eixample;la-sagrada-familia;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle de València, La Sagrada Família, Barcelona;1990;3 hab.;80 m²;barcelona;eixample;la-sagrada-familia;No;Planta 5ª exterior con ascensor;Alquiler
Piso en La Sagrada Família, Barcelona;1700;1 hab.;66 m²;barcelona;eixample;la-sagrada-familia;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Lepant, 321, La Sagrada Família, Barcelona;1495;2 hab.;51 m²;barcelona;eixample;la-sagrada-familia;No;Planta 2ª exterior con ascensor;Alquiler
Ático en calle de València, La Sagrada Família, Barcelona;2000;1 hab.;40 m²;barcelona;eixample;la-sagrada-familia;No;Planta 9ª exterior con ascensor;Alquiler
Piso en calle del Rosselló, 419, La Sagrada Família, Barcelona;2190;3 hab.;111 m²;barcelona;eixample;la-sagrada-familia;No;Planta 7ª exterior con ascensor;Alquiler
Dúplex en La Sagrada Família, Barcelona;2000;3 hab.;88 m²;barcelona;eixample;la-sagrada-familia;No;Bajo exterior con ascensor;Alquiler
Piso en calle de los Castillejos, 248, La Sagrada Família, Barcelona;1750;3 hab.;80 m²;barcelona;eixample;la-sagrada-familia;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle de València, La Sagrada Família, Barcelona;1750;3 hab.;63 m²;barcelona;eixample;la-sagrada-familia;No;Planta 3ª exterior con ascensor;Alquiler
Piso en plaza de la Sagrada Família, 8, La Sagrada Família, Barcelona;1600;2 hab.;43 m²;barcelona;eixample;la-sagrada-familia;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de València, La Sagrada Família, Barcelona;2500;4 hab.;90 m²;barcelona;eixample;la-sagrada-familia;No;Planta 2ª exterior con ascensor;Alquiler
Estudio en calle dels Enamorats, La Sagrada Família, Barcelona;1295;no definido;25 m²;barcelona;eixample;la-sagrada-familia;No;Planta 3ª exterior con ascensor;Alquiler
Piso en La Sagrada Família, Barcelona;1690;2 hab.;80 m²;barcelona;eixample;la-sagrada-familia;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle del dos de Maig, La Sagrada Família, Barcelona;2900;3 hab.;120 m²;barcelona;eixample;la-sagrada-familia;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Lepant, s/n, La Sagrada Família, Barcelona;2200;2 hab.;90 m²;barcelona;eixample;la-sagrada-familia;No;Planta 3ª interior con ascensor;Alquiler
Piso en calle de Mallorca, s/n, La Sagrada Família, Barcelona;3300;3 hab.;120 m²;barcelona;eixample;la-sagrada-familia;No;Entreplanta exterior con ascensor;Alquiler
Piso en calle de Lepant, s/n, La Sagrada Família, Barcelona;2200;2 hab.;90 m²;barcelona;eixample;la-sagrada-familia;No;Planta 7ª interior con ascensor;Alquiler
Piso en avenida de Gaudí, La Sagrada Família, Barcelona;2100;2 hab.;71 m²;barcelona;eixample;la-sagrada-familia;No;Planta 8ª exterior con ascensor;Alquiler
Piso en calle del Rosselló, 503, La Sagrada Família, Barcelona;2500;2 hab.;67 m²;barcelona;eixample;la-sagrada-familia;Garaje incluido;Entreplanta interior con ascensor;Alquiler
Piso en avenida de Gaudí, La Sagrada Família, Barcelona;1750;2 hab.;58 m²;barcelona;eixample;la-sagrada-familia;No;Planta 1ª interior con ascensor;Alquiler
Ático en Castillejos, La Sagrada Família, Barcelona;2500;3 hab.;128 m²;barcelona;eixample;la-sagrada-familia;No;Planta 8ª interior con ascensor;Alquiler
Piso en calle de Padilla, La Sagrada Família, Barcelona;2400;3 hab.;85 m²;barcelona;eixample;la-sagrada-familia;No;Planta 3ª exterior con ascensor;Alquiler
Piso en La Sagrada Família, Barcelona;2200;2 hab.;75 m²;barcelona;eixample;la-sagrada-familia;No;Planta 3ª exterior con ascensor;Alquiler
Piso en La Sagrada Família, Barcelona;2190;4 hab.;95 m²;barcelona;eixample;la-sagrada-familia;No;Planta 6ª exterior con ascensor;Alquiler
Piso en calle de Sardenya, s/n, La Sagrada Família, Barcelona;2100;1 hab.;60 m²;barcelona;eixample;la-sagrada-familia;No;Planta 3ª exterior con ascensor;Alquiler
Estudio en calle de Provença, La Sagrada Família, Barcelona;1450;no definido;35 m²;barcelona;eixample;la-sagrada-familia;No;Planta 4ª exterior con ascensor;Alquiler
Ático en calle de la Indústria, La Sagrada Família, Barcelona;2472;3 hab.;68 m²;barcelona;eixample;la-sagrada-familia;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle de Còrsega, La Sagrada Família, Barcelona;1795;2 hab.;86 m²;barcelona;eixample;la-sagrada-familia;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle de Mallorca, La Sagrada Família, Barcelona;3300;3 hab.;120 m²;barcelona;eixample;la-sagrada-familia;No;Planta 3ª exterior con ascensor;Alquiler
Piso en ronda de Sant Antoni, Sant Antoni, Barcelona;1950;3 hab.;115 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle del Comte d'Urgell, Sant Antoni, Barcelona;2600;2 hab.;108 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Ático en avenida del Paral·lel, Sant Antoni, Barcelona;1350;3 hab.;86 m²;barcelona;eixample;sant-antoni;No;Planta 9ª exterior con ascensor;Alquiler
Piso en calle del Comte Borrell, Sant Antoni, Barcelona;3000;3 hab.;70 m²;barcelona;eixample;sant-antoni;No;Planta 7ª exterior con ascensor;Alquiler
Piso en Sant Antoni, Barcelona;2300;3 hab.;99 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Piso en Sant Antoni, Barcelona;2600;2 hab.;122 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Calàbria, 65, Sant Antoni, Barcelona;1750;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de Tamarit, Sant Antoni, Barcelona;1770;4 hab.;125 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, Sant Antoni, Barcelona;2600;3 hab.;130 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior con ascensor;Alquiler
Piso en Sant Antoni, Barcelona;2195;4 hab.;80 m²;barcelona;eixample;sant-antoni;No;Planta 5ª exterior con ascensor;Alquiler
Piso en avenida de Mistral, 28, Sant Antoni, Barcelona;3000;4 hab.;149 m²;barcelona;eixample;sant-antoni;No; sin ascensor;Alquiler
Piso en Sant Antoni, Barcelona;1945;3 hab.;72 m²;barcelona;eixample;sant-antoni;No;Planta 5ª interior con ascensor;Alquiler
Piso en avenida de Mistral, 28, Sant Antoni, Barcelona;3000;4 hab.;149 m²;barcelona;eixample;sant-antoni;No; con ascensor;Alquiler
Piso en calle de Calàbria, Sant Antoni, Barcelona;1287;2 hab.;86 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior con ascensor;Alquiler
Piso en avenida del Paral·lel, 92, Sant Antoni, Barcelona;2000;3 hab.;110 m²;barcelona;eixample;sant-antoni;No; sin ascensor;Alquiler
Piso en Sant Antoni, Barcelona;2750;2 hab.;135 m²;barcelona;eixample;sant-antoni;No; interior con ascensor;Alquiler
Piso en avenida de Mistral, Sant Antoni, Barcelona;2900;4 hab.;150 m²;barcelona;eixample;sant-antoni;No; con ascensor;Alquiler
Piso en calle d'Aldana, Sant Antoni, Barcelona;4000;5 hab.;130 m²;barcelona;eixample;sant-antoni;No; con ascensor;Alquiler
Piso en calle del Comte Borrell, Sant Antoni, Barcelona;2400;1 hab.;56 m²;barcelona;eixample;sant-antoni;No;Planta 7ª exterior con ascensor;Alquiler
Piso en calle d'Aldana, s/n, Sant Antoni, Barcelona;4500;5 hab.;130 m²;barcelona;eixample;sant-antoni;No; sin ascensor;Alquiler
Ático en plaza de la Universitat, Sant Antoni, Barcelona;5000;3 hab.;115 m²;barcelona;eixample;sant-antoni;No; exterior con ascensor;Alquiler
Piso en avenida del Paral·lel, Sant Antoni, Barcelona;1840;2 hab.;53 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Ático en calle de Floridablanca, Sant Antoni, Barcelona;2985;2 hab.;96 m²;barcelona;eixample;sant-antoni;No;Planta 5ª exterior con ascensor;Alquiler
Piso en Sant Antoni, Barcelona;8000;3 hab.;470 m²;barcelona;eixample;sant-antoni;No;Bajo exterior sin ascensor;Alquiler
Piso en calle del Marquès de Campo Sagrado, Sant Antoni, Barcelona;2150;3 hab.;90 m²;barcelona;eixample;sant-antoni;No;Entreplanta exterior con ascensor;Alquiler
Piso en calle del Marquès de Campo Sagrado, Sant Antoni, Barcelona;2150;3 hab.;90 m²;barcelona;eixample;sant-antoni;No;Entreplanta exterior con ascensor;Alquiler
Piso en calle de Manso, Sant Antoni, Barcelona;1837;1 hab.;70 m²;barcelona;eixample;sant-antoni;Garaje opc. 450 €/mes;Planta 5ª con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, Sant Antoni, Barcelona;3100;2 hab.;96 m²;barcelona;eixample;sant-antoni;Garaje opc. 165 €/mes;Planta 3ª exterior con ascensor;Alquiler
Piso en Comte Borrell, Sant Antoni, Barcelona;1650;1 hab.;45 m²;barcelona;eixample;sant-antoni;No;Planta 5ª exterior con ascensor;Alquiler
Piso en Sant Antoni, Barcelona;2000;3 hab.;110 m²;barcelona;eixample;sant-antoni;No; sin ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;3490;4 hab.;90 m²;barcelona;eixample;sant-antoni;No; con ascensor;Alquiler
Piso en Sant Antoni, Barcelona;2000;3 hab.;110 m²;barcelona;eixample;sant-antoni;No; sin ascensor;Alquiler
Piso en Sant Antoni, Barcelona;2300;3 hab.;90 m²;barcelona;eixample;sant-antoni;No; exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;1750;3 hab.;80 m²;barcelona;eixample;sant-antoni;No;Planta 3ª con ascensor;Alquiler
Piso en calle del Comte d'Urgell, Sant Antoni, Barcelona;1795;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Entreplanta exterior con ascensor;Alquiler
Ático en calle de Floridablanca, Sant Antoni, Barcelona;2970;2 hab.;116 m²;barcelona;eixample;sant-antoni;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle del Comte Borrell, Sant Antoni, Barcelona;2090;2 hab.;80 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Villarroel, Sant Antoni, Barcelona;1965;2 hab.;75 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, Sant Antoni, Barcelona;2390;3 hab.;79 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de Calàbria, Sant Antoni, Barcelona;1595;1 hab.;60 m²;barcelona;eixample;sant-antoni;No;Planta 4ª con ascensor;Alquiler
Ático en calle de Sepúlveda, Sant Antoni, Barcelona;2310;2 hab.;124 m²;barcelona;eixample;sant-antoni;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle de Tamarit, Sant Antoni, Barcelona;2230;2 hab.;70 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de Tamarit, Sant Antoni, Barcelona;2945;3 hab.;107 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2315;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2075;1 hab.;52 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de manso, Sant Antoni, Barcelona;2095;3 hab.;95 m²;barcelona;eixample;sant-antoni;No;Planta 6ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2065;2 hab.;64 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle del Comte Borrell, Sant Antoni, Barcelona;2160;2 hab.;79 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2380;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2045;1 hab.;49 m²;barcelona;eixample;sant-antoni;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2065;2 hab.;63 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Manso, Sant Antoni, Barcelona;2005;2 hab.;70 m²;barcelona;eixample;sant-antoni;No;Entreplanta exterior con ascensor;Alquiler
Piso en calle de Tamarit, Sant Antoni, Barcelona;1950;2 hab.;70 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;1940;1 hab.;48 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2090;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de Tamarit, Sant Antoni, Barcelona;2605;2 hab.;76 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Sepúlveda, Sant Antoni, Barcelona;2390;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Manso, Sant Antoni, Barcelona;2185;2 hab.;77 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en Passatge de Sant Antoni Abat, Sant Antoni, Barcelona;2495;3 hab.;90 m²;barcelona;eixample;sant-antoni;No;Planta 1ª ;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2465;1 hab.;62 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2560;2 hab.;74 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2065;2 hab.;63 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Manso, Sant Antoni, Barcelona;2185;2 hab.;77 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2040;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Planta 3ª exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, Sant Antoni, Barcelona;2390;3 hab.;79 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de Tamarit, Sant Antoni, Barcelona;1950;2 hab.;70 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Sepúlveda, Sant Antoni, Barcelona;2390;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2380;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2315;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Sepúlveda, Sant Antoni, Barcelona;1795;2 hab.;87 m²;barcelona;eixample;sant-antoni;No;Planta 3ª interior con ascensor;Alquiler
Piso en calle de Floridablanca, Sant Antoni, Barcelona;2015;2 hab.;66 m²;barcelona;eixample;sant-antoni;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle del Comte d'Urgell, Sant Antoni, Barcelona;1595;1 hab.;52 m²;barcelona;eixample;sant-antoni;No;Entreplanta exterior con ascensor;Alquiler
Piso en calle de Viladomat, 71, Sant Antoni, Barcelona;2200;2 hab.;80 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en Passatge de Sant Antoni Abat, Sant Antoni, Barcelona;2370;2 hab.;70 m²;barcelona;eixample;sant-antoni;No; con ascensor;Alquiler
Piso en Passatge de Sant Antoni Abat, Sant Antoni, Barcelona;2370;2 hab.;70 m²;barcelona;eixample;sant-antoni;No; con ascensor;Alquiler
Piso en Sant Antoni, Barcelona;1550;1 hab.;70 m²;barcelona;eixample;sant-antoni;No; exterior con ascensor;Alquiler
Piso en calle de Sepúlveda, Sant Antoni, Barcelona;2620;3 hab.;87 m²;barcelona;eixample;sant-antoni;No;Entreplanta exterior con ascensor;Alquiler
Piso en calle de Calàbria, Sant Antoni, Barcelona;2250;3 hab.;100 m²;barcelona;eixample;sant-antoni;No;Planta 6ª exterior con ascensor;Alquiler
Piso en calle de Calàbria, Sant Antoni, Barcelona;1850;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Ático en ronda de Sant Pau, Sant Antoni, Barcelona;1990;1 hab.;90 m²;barcelona;eixample;sant-antoni;No;Planta 9ª exterior con ascensor;Alquiler
Piso en calle de Muntaner, Sant Antoni, Barcelona;1650;1 hab.;56 m²;barcelona;eixample;sant-antoni;No;Bajo exterior con ascensor;Alquiler
Piso en calle del Comte d'Urgell, Sant Antoni, Barcelona;2395;4 hab.;67 m²;barcelona;eixample;sant-antoni;No;Planta 4ª interior con ascensor;Alquiler
Piso en calle del Marquès de Campo Sagrado, Sant Antoni, Barcelona;2300;3 hab.;90 m²;barcelona;eixample;sant-antoni;No;Entreplanta exterior con ascensor;Alquiler
Piso en calle de Villarroel, Sant Antoni, Barcelona;1650;1 hab.;51 m²;barcelona;eixample;sant-antoni;No;Entreplanta interior con ascensor;Alquiler
Ático en calle del Marquès de Campo Sagrado, Sant Antoni, Barcelona;2795;2 hab.;90 m²;barcelona;eixample;sant-antoni;No;Planta 7ª exterior con ascensor;Alquiler
Piso en calle de Muntaner, Sant Antoni, Barcelona;1600;1 hab.;56 m²;barcelona;eixample;sant-antoni;No;Bajo exterior con ascensor;Alquiler
Piso en calle del Comte d'Urgell, Sant Antoni, Barcelona;1695;2 hab.;55 m²;barcelona;eixample;sant-antoni;No;Planta 6ª exterior con ascensor;Alquiler
Piso en calle de Viladomat, Sant Antoni, Barcelona;1795;2 hab.;80 m²;barcelona;eixample;sant-antoni;No;Planta 7ª exterior con ascensor;Alquiler
Ático en plaza de la Universitat, Sant Antoni, Barcelona;2200;2 hab.;65 m²;barcelona;eixample;sant-antoni;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle de Villarroel, Sant Antoni, Barcelona;1595;1 hab.;51 m²;barcelona;eixample;sant-antoni;No;Entreplanta interior con ascensor;Alquiler
Piso en calle del Marquès de Campo Sagrado, Sant Antoni, Barcelona;2300;3 hab.;90 m²;barcelona;eixample;sant-antoni;No;Entreplanta exterior con ascensor;Alquiler
Piso en calle de Tamarit, Sant Antoni, Barcelona;1450;2 hab.;60 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de Sepúlveda, 107, Sant Antoni, Barcelona;2130;2 hab.;61 m²;barcelona;eixample;sant-antoni;No;Planta 3ª exterior sin ascensor;Alquiler
Piso en ronda sant pau, 79, Sant Antoni, Barcelona;2200;1 hab.;69 m²;barcelona;eixample;sant-antoni;No;Planta 1ª interior con ascensor;Alquiler
Piso en calle de Sepúlveda, Sant Antoni, Barcelona;2700;1 hab.;60 m²;barcelona;eixample;sant-antoni;No;Planta 5ª exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, Sant Antoni, Barcelona;2400;2 hab.;68 m²;barcelona;eixample;sant-antoni;No;Planta 4ª exterior con ascensor;Alquiler
Ático en calle de Sepúlveda, 129, Sant Antoni, Barcelona;1690;2 hab.;42 m²;barcelona;eixample;sant-antoni;No;Planta 7ª exterior con ascensor;Alquiler
Piso en avenida del Paral·lel, Sant Antoni, Barcelona;2000;3 hab.;110 m²;barcelona;eixample;sant-antoni;No; con ascensor;Alquiler
Estudio en Passatge de Sant Antoni Abat, Sant Antoni, Barcelona;2370;no definido;56 m²;barcelona;eixample;sant-antoni;No; sin ascensor;Alquiler
Piso en calle de Villarroel, Sant Antoni, Barcelona;1700;3 hab.;80 m²;barcelona;eixample;sant-antoni;No;Planta 3ª exterior con ascensor;Alquiler
Piso en ronda de Sant Pau, Sant Antoni, Barcelona;2300;2 hab.;81 m²;barcelona;eixample;sant-antoni;No;Planta 3ª exterior con ascensor;Alquiler
Piso en Sant Antoni, Barcelona;1850;2 hab.;75 m²;barcelona;eixample;sant-antoni;No; exterior con ascensor;Alquiler
Piso en calle de Calabria, 10 --12, Sant Antoni, Barcelona;1850;2 hab.;63 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Sepúlveda, 107, Sant Antoni, Barcelona;2250;2 hab.;61 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior sin ascensor;Alquiler
Ático en calle de Sepúlveda, 107, Sant Antoni, Barcelona;1760;1 hab.;51 m²;barcelona;eixample;sant-antoni;No;Planta 5ª exterior sin ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, Sant Antoni, Barcelona;1545;4 hab.;122 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Sepúlveda, 107, Sant Antoni, Barcelona;2020;2 hab.;61 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior sin ascensor;Alquiler
Piso en Sepúlveda, 107, Sant Antoni, Barcelona;2130;2 hab.;61 m²;barcelona;eixample;sant-antoni;No;Planta 3ª exterior sin ascensor;Alquiler
Piso en calle de Sepúlveda, 107, Sant Antoni, Barcelona;1820;1 hab.;60 m²;barcelona;eixample;sant-antoni;No;Entreplanta exterior sin ascensor;Alquiler
Piso en calle de Tamarit, Sant Antoni, Barcelona;1495;1 hab.;39 m²;barcelona;eixample;sant-antoni;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle de sepulveda, 25, Sant Antoni, Barcelona;2400;4 hab.;280 m²;barcelona;eixample;sant-antoni;No;Planta 9ª interior con ascensor;Alquiler
Piso en calle del Comte d'Urgell, Sant Antoni, Barcelona;2600;2 hab.;122 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Casanova, Sant Antoni, Barcelona;2400;1 hab.;60 m²;barcelona;eixample;sant-antoni;No;Planta 2ª exterior con ascensor;Alquiler
Piso en avenida del Paral·lel, Sant Antoni, Barcelona;1100;3 hab.;46 m²;barcelona;eixample;sant-antoni;No;Entreplanta exterior con ascensor;Alquiler
Piso en calle de Sepúlveda, 107, Sant Antoni, Barcelona;2130;2 hab.;61 m²;barcelona;eixample;sant-antoni;No;Entreplanta exterior sin ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, 490, Sant Antoni, Barcelona;3250;4 hab.;118 m²;barcelona;eixample;sant-antoni;No;Planta 6ª interior con ascensor;Alquiler
Ático en calle de Sepúlveda, 107, Sant Antoni, Barcelona;1600;1 hab.;51 m²;barcelona;eixample;sant-antoni;No;Planta 5ª exterior sin ascensor;Alquiler
Piso en avenida de Mistral, Sant Antoni, Barcelona;1900;3 hab.;100 m²;barcelona;eixample;sant-antoni;No;Planta 7ª exterior con ascensor;Alquiler
Piso en calle Casanova, Sant Antoni, Barcelona;1600;1 hab.;86 m²;barcelona;eixample;sant-antoni;No;Planta 3ª exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, Sant Antoni, Barcelona;2091;5 hab.;155 m²;barcelona;eixample;sant-antoni;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Granada, Mont-Olivet, València;1150;1 hab.;78 m²;valencia;quatre-carreres;mont-olivet;No;Planta 2ª exterior sin ascensor;Alquiler
Piso en avenida del Regne de València, Mont-Olivet, València;1600;4 hab.;90 m²;valencia;quatre-carreres;mont-olivet;No;Planta 1ª exterior con ascensor;Alquiler
Piso en Mont-Olivet, València;1195;2 hab.;80 m²;valencia;quatre-carreres;mont-olivet;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Lluís Oliag, Mont-Olivet, València;2600;2 hab.;86 m²;valencia;quatre-carreres;mont-olivet;Garaje incluido;Planta 6ª exterior con ascensor;Alquiler
Piso en calle de Granada, 3, Mont-Olivet, València;1150;1 hab.;78 m²;valencia;quatre-carreres;mont-olivet;No;Planta 2ª exterior sin ascensor;Alquiler
Dúplex en Mont-Olivet, València;1800;4 hab.;146 m²;valencia;quatre-carreres;mont-olivet;Garaje incluido;Planta 5ª exterior con ascensor;Alquiler
Estudio en calle de Pere Aleixandre, 4, Mont-Olivet, València;1200;no definido;30 m²;valencia;quatre-carreres;mont-olivet;No;Planta 4ª con ascensor;Alquiler
Piso en Mont-Olivet, València;1500;3 hab.;123 m²;valencia;quatre-carreres;mont-olivet;No;Planta 2ª exterior con ascensor;Alquiler
Estudio en calle de Molina, Mont-Olivet, València;1400;no definido;55 m²;valencia;quatre-carreres;mont-olivet;No;Planta 2ª exterior sin ascensor;Alquiler
Piso en calle de Mariola, Mont-Olivet, València;1800;2 hab.;84 m²;valencia;quatre-carreres;mont-olivet;No;Planta 1ª exterior con ascensor;Alquiler
Estudio en calle de Pere Aleixandre, 4, Mont-Olivet, València;1400;no definido;30 m²;valencia;quatre-carreres;mont-olivet;No;Planta 4ª con ascensor;Alquiler
Piso en calle de Lluís Oliag, Mont-Olivet, València;1600;3 hab.;95 m²;valencia;quatre-carreres;mont-olivet;Garaje opc. 200 €/mes;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Pere Aleixandre, 4, Mont-Olivet, València;1600;1 hab.;40 m²;valencia;quatre-carreres;mont-olivet;No;Planta 4ª con ascensor;Alquiler
Piso en calle de Lluís Oliag, Mont-Olivet, València;1250;3 hab.;87 m²;valencia;quatre-carreres;mont-olivet;No;Planta 4ª exterior con ascensor;Alquiler
Estudio en calle de Molina, Mont-Olivet, València;1200;no definido;55 m²;valencia;quatre-carreres;mont-olivet;No;Planta 2ª exterior sin ascensor;Alquiler
Piso en calle de Finestrat, Mont-Olivet, València;1300;3 hab.;94 m²;valencia;quatre-carreres;mont-olivet;No;Planta 6ª exterior con ascensor;Alquiler
Estudio en calle de Molina, Mont-Olivet, València;1200;no definido;44 m²;valencia;quatre-carreres;mont-olivet;No;Bajo exterior sin ascensor;Alquiler
Piso en calle de Salvador Lluch, Mont-Olivet, València;1200;3 hab.;96 m²;valencia;quatre-carreres;mont-olivet;No;Planta 2ª exterior con ascensor;Alquiler
Estudio en calle de Molina, Mont-Olivet, València;1000;no definido;44 m²;valencia;quatre-carreres;mont-olivet;No;Planta 1ª exterior sin ascensor;Alquiler
Piso en calle de Vilafermosa, 29, Mont-Olivet, València;1400;1 hab.;54 m²;valencia;quatre-carreres;mont-olivet;No; sin ascensor;Alquiler
