Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion;Regimen
Piso en calle Nicaragua, 1, El Carmen, Murcia;900;3 hab.;105 m²;murcia;sur;el-carmen;No;Planta 1ª exterior con ascensor;Alquiler
Piso en camino Hondo, 69, La Purísima-Barriomar, Murcia;700;3 hab.;115 m²;murcia;sur;la-purisima-barriomar;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Estudio en La Purísima-Barriomar, Murcia;450;no definido;40 m²;murcia;sur;la-purisima-barriomar;No;Bajo exterior con ascensor;Alquiler
Piso en avenida Ciudad de Almería, s/n, La Purísima-Barriomar, Murcia;350;1 hab.;30 m²;murcia;sur;la-purisima-barriomar;No;Planta 2ª exterior con ascensor;Alquiler
Ático en La Purísima-Barriomar, Murcia;550;1 hab.;70 m²;murcia;sur;la-purisima-barriomar;No;Planta 4ª exterior con ascensor;Alquiler
Piso en camino Hondo, 69, La Purísima-Barriomar, Murcia;700;3 hab.;115 m²;murcia;sur;la-purisima-barriomar;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Estudio en La Purísima-Barriomar, Murcia;450;no definido;40 m²;murcia;sur;la-purisima-barriomar;No;Bajo exterior con ascensor;Alquiler
Piso en avenida Ciudad de Almería, s/n, La Purísima-Barriomar, Murcia;350;1 hab.;30 m²;murcia;sur;la-purisima-barriomar;No;Planta 2ª exterior con ascensor;Alquiler
Ático en La Purísima-Barriomar, Murcia;550;1 hab.;70 m²;murcia;sur;la-purisima-barriomar;No;Planta 4ª exterior con ascensor;Alquiler
Piso en camino Hondo, 69, La Purísima-Barriomar, Murcia;700;3 hab.;115 m²;murcia;sur;la-purisima-barriomar;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Estudio en La Purísima-Barriomar, Murcia;450;no definido;40 m²;murcia;sur;la-purisima-barriomar;No;Bajo exterior con ascensor;Alquiler
Piso en avenida Ciudad de Almería, s/n, La Purísima-Barriomar, Murcia;350;1 hab.;30 m²;murcia;sur;la-purisima-barriomar;No;Planta 2ª exterior con ascensor;Alquiler
Ático en La Purísima-Barriomar, Murcia;550;1 hab.;70 m²;murcia;sur;la-purisima-barriomar;No;Planta 4ª exterior con ascensor;Alquiler
Piso en camino Hondo, 69, La Purísima-Barriomar, Murcia;700;3 hab.;115 m²;murcia;sur;la-purisima-barriomar;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Estudio en La Purísima-Barriomar, Murcia;450;no definido;40 m²;murcia;sur;la-purisima-barriomar;No;Bajo exterior con ascensor;Alquiler
Piso en avenida Ciudad de Almería, s/n, La Purísima-Barriomar, Murcia;350;1 hab.;30 m²;murcia;sur;la-purisima-barriomar;No;Planta 2ª exterior con ascensor;Alquiler
Ático en La Purísima-Barriomar, Murcia;550;1 hab.;70 m²;murcia;sur;la-purisima-barriomar;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle Pere d'Alcàntara Penya, Pere Garau, Palma de Mallorca;1900;3 hab.;114 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en Reina Laura, Pere Garau, Palma de Mallorca;3500;6 hab.;200 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Bajo exterior sin ascensor;Alquiler
Piso en calle d'Aragó, 34, Pere Garau, Palma de Mallorca;1450;1 hab.;57 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 1ª interior con ascensor;Alquiler
Piso en calle Joan Mestre, Pere Garau, Palma de Mallorca;1290;3 hab.;87 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 2ª sin ascensor;Alquiler
Piso en calle Pere Alcantara Penya, 2, Pere Garau, Palma de Mallorca;1150;2 hab.;70 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Gabriel Carbonell, Pere Garau, Palma de Mallorca;1900;2 hab.;106 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 2ª exterior sin ascensor;Alquiler
Piso en calle Pere d'Alcàntara Penya, Pere Garau, Palma de Mallorca;1950;3 hab.;114 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;3750;4 hab.;166 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 8ª con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;2000;3 hab.;149 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 5ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;925;1 hab.;57 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle Faust Morell, Pere Garau, Palma de Mallorca;2500;1 hab.;65 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Ático en Pere Garau, Palma de Mallorca;1700;1 hab.;220 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 6ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;1100;1 hab.;60 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 5ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;2500;1 hab.;65 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 3ª con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;1400;2 hab.;106 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 3ª con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;1500;3 hab.;90 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 1ª exterior con ascensor;Alquiler
Ático en calle d'Aragó, 34 a, Pere Garau, Palma de Mallorca;2500;3 hab.;120 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 10ª exterior con ascensor;Alquiler
Piso en calle Pere d'Alcàntara Penya, Pere Garau, Palma de Mallorca;1900;3 hab.;114 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en Reina Laura, Pere Garau, Palma de Mallorca;3500;6 hab.;200 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Bajo exterior sin ascensor;Alquiler
Piso en calle d'Aragó, 34, Pere Garau, Palma de Mallorca;1450;1 hab.;57 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 1ª interior con ascensor;Alquiler
Piso en calle Joan Mestre, Pere Garau, Palma de Mallorca;1290;3 hab.;87 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 2ª sin ascensor;Alquiler
Piso en calle Pere Alcantara Penya, 2, Pere Garau, Palma de Mallorca;1150;2 hab.;70 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Gabriel Carbonell, Pere Garau, Palma de Mallorca;1900;2 hab.;106 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 2ª exterior sin ascensor;Alquiler
Piso en calle Pere d'Alcàntara Penya, Pere Garau, Palma de Mallorca;1950;3 hab.;114 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;3750;4 hab.;166 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 8ª con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;2000;3 hab.;149 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 5ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;925;1 hab.;57 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 3ª exterior con ascensor;Alquiler
Ático en Pere Garau, Palma de Mallorca;1700;1 hab.;220 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 6ª exterior con ascensor;Alquiler
Piso en calle Faust Morell, Pere Garau, Palma de Mallorca;2500;1 hab.;65 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;1100;1 hab.;60 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 5ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;2500;1 hab.;65 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 3ª con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;1400;2 hab.;106 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 3ª con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;1500;3 hab.;90 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 1ª exterior con ascensor;Alquiler
Ático en calle d'Aragó, 34 a, Pere Garau, Palma de Mallorca;2500;3 hab.;120 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 10ª exterior con ascensor;Alquiler
Piso en calle Pere d'Alcàntara Penya, Pere Garau, Palma de Mallorca;1900;3 hab.;114 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en Reina Laura, Pere Garau, Palma de Mallorca;3500;6 hab.;200 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Bajo exterior sin ascensor;Alquiler
Piso en calle d'Aragó, 34, Pere Garau, Palma de Mallorca;1450;1 hab.;57 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 1ª interior con ascensor;Alquiler
Piso en calle Joan Mestre, Pere Garau, Palma de Mallorca;1290;3 hab.;87 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 2ª sin ascensor;Alquiler
Piso en calle Pere Alcantara Penya, 2, Pere Garau, Palma de Mallorca;1150;2 hab.;70 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Gabriel Carbonell, Pere Garau, Palma de Mallorca;1900;2 hab.;106 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 2ª exterior sin ascensor;Alquiler
Piso en calle Pere d'Alcàntara Penya, Pere Garau, Palma de Mallorca;1950;3 hab.;114 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;3750;4 hab.;166 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 8ª con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;2000;3 hab.;149 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 5ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;925;1 hab.;57 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 3ª exterior con ascensor;Alquiler
Ático en Pere Garau, Palma de Mallorca;1700;1 hab.;220 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 6ª exterior con ascensor;Alquiler
Piso en calle Faust Morell, Pere Garau, Palma de Mallorca;2500;1 hab.;65 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;1100;1 hab.;60 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 5ª exterior con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;2500;1 hab.;65 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 3ª con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;1400;2 hab.;106 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 3ª con ascensor;Alquiler
Piso en Pere Garau, Palma de Mallorca;1500;3 hab.;90 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 1ª exterior con ascensor;Alquiler
Ático en calle d'Aragó, 34 a, Pere Garau, Palma de Mallorca;2500;3 hab.;120 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 10ª exterior con ascensor;Alquiler
Piso en calle Pere d'Alcàntara Penya, Pere Garau, Palma de Mallorca;1900;3 hab.;114 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en Reina Laura, Pere Garau, Palma de Mallorca;3500;6 hab.;200 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Bajo exterior sin ascensor;Alquiler
Piso en calle d'Aragó, 34, Pere Garau, Palma de Mallorca;1450;1 hab.;57 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 1ª interior con ascensor;Alquiler
Piso en calle Joan Mestre, Pere Garau, Palma de Mallorca;1290;3 hab.;87 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 2ª sin ascensor;Alquiler
Piso en calle Pere Alcantara Penya, 2, Pere Garau, Palma de Mallorca;1150;2 hab.;70 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Gabriel Carbonell, Pere Garau, Palma de Mallorca;1900;2 hab.;106 m²;palma-de-mallorca;las-avenidas;pere-garau;No;Planta 2ª exterior sin ascensor;Alquiler
Piso en calle Pere d'Alcàntara Penya, Pere Garau, Palma de Mallorca;1950;3 hab.;114 m²;palma-de-mallorca;las-avenidas;pere-garau;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
