;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2_municipio;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 2011 a 2020;Total No consta;Total De 1951 a 1970;Total De 1971 a 1990;Total De 1991 a 2010;reg_autonomos;reg_general;Total afiliados;Turismo 2024;index;En alquiler;En propiedad;Otro régimen de tenencia;Total viviendas;%propiedad;%alquiler;Proporcion Propiedad/Alquiler;total_superficie;menos_de_60m2;entre_61_y_105m2;mas_de_106m2;%menos_de_60m2;%entre_61_y_105m2;%mas_de_106m2
60;Ático en calle Santiago Estévez, 28, San Isidro, Madrid;445000;3;99.0;Madrid;Carabanchel;San Isidro;No;Compra;Indeterminado;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
61;Chalet adosado en calle Paulina Odiaga, 39, San Isidro, Madrid;859000;4;272.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
62;Piso en calle Bandera, 13, San Isidro, Madrid;359000;2;132.0;Madrid;Carabanchel;San Isidro;No;Compra;2ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
63;Piso en calle Bandera, 13, San Isidro, Madrid;349000;2;130.0;Madrid;Carabanchel;San Isidro;No;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
64;Piso en calle Bandera, 13, San Isidro, Madrid;299000;2;111.0;Madrid;Carabanchel;San Isidro;No;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
65;Chalet adosado en calle Bandera, San Isidro, Madrid;625000;6;200.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
66;Piso en calle del General Ricardos, San Isidro, Madrid;136000;1;40.0;Madrid;Carabanchel;San Isidro;No;Compra;1ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
67;Ático en calle Bandera, s/n, San Isidro, Madrid;340000;3;100.0;Madrid;Carabanchel;San Isidro;Garaje opc. 20.000 €;Compra;1ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
68;Piso en calle del General Ricardos, San Isidro, Madrid;35000;3;98.0;Madrid;Carabanchel;San Isidro;No;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
69;Piso en calle del Tercio, San Isidro, Madrid;168000;3;69.0;Madrid;Carabanchel;San Isidro;No;Compra;1ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
70;Piso en calle de Pablo Montesinos, San Isidro, Madrid;181300;3;80.0;Madrid;Carabanchel;San Isidro;No;Compra;Bajo;Interior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
71;Piso en calle Soldado José María Rey, San Isidro, Madrid;58685;2;52.0;Madrid;Carabanchel;San Isidro;No;Compra;Indeterminado;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
72;Piso en calle de José María Pemán, San Isidro, Madrid;286000;3;95.0;Madrid;Carabanchel;San Isidro;No;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
73;Chalet adosado en calle Bandera, San Isidro, Madrid;520000;5;178.0;Madrid;Carabanchel;San Isidro;No;Compra;Indeterminado;Indeterminado;Indeterminado;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
74;Piso en avenida del Manzanares, San Isidro, Madrid;380000;3;80.0;Madrid;Carabanchel;San Isidro;No;Compra;4ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
75;Piso en calle Vicenta Pachón, San Isidro, Madrid;285000;3;89.0;Madrid;Carabanchel;San Isidro;No;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
76;Piso en calle de Zaida, San Isidro, Madrid;176400;2;84.0;Madrid;Carabanchel;San Isidro;No;Compra;3ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
77;Piso en calle Tordo, San Isidro, Madrid;173100;1;57.0;Madrid;Carabanchel;San Isidro;No;Compra;Planta 1ª;Indeterminado;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
78;Piso en calle Comuneros de Castilla, San Isidro, Madrid;190000;2;55.0;Madrid;Carabanchel;San Isidro;No;Compra;Bajo;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
79;Piso en calle Teniente Ochoa Olalla, San Isidro, Madrid;215000;3;74.0;Madrid;Carabanchel;San Isidro;Garaje opc. 25.000 €;Compra;1ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
80;Piso en calle del Toboso, s/n, San Isidro, Madrid;154000;2;69.0;Madrid;Carabanchel;San Isidro;No;Compra;3ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
81;Piso en calle Alcaudón, San Isidro, Madrid;239000;3;80.0;Madrid;Carabanchel;San Isidro;No;Compra;Bajo;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
82;Piso en calle de la Oca, San Isidro, Madrid;260000;3;88.0;Madrid;Carabanchel;San Isidro;No;Compra;2ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
83;Piso en calle de Zaida, San Isidro, Madrid;170000;2;66.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Compra;3ª;Interior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
84;Piso en calle de Carlos Dabán, 26, San Isidro, Madrid;200000;2;79.0;Madrid;Carabanchel;San Isidro;No;Compra;2ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
85;Piso en San Isidro, Madrid;126000;3;86.0;Madrid;Carabanchel;San Isidro;No;Compra;2ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
86;Piso en avenida de Nuestra Señora de Valvanera, San Isidro, Madrid;186300;3;69.0;Madrid;Carabanchel;San Isidro;No;Compra;Indeterminado;Indeterminado;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
87;Piso en calle Santiago Estévez, 12, San Isidro, Madrid;82400;2;60.0;Madrid;Carabanchel;San Isidro;No;Compra;1ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
88;Piso en avenida de Nuestra Señora de Valvanera, Madrid, San Isidro, Madrid;260000;3;100.0;Madrid;Carabanchel;San Isidro;No;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
89;Piso en avenida de Nuestra Señora de Valvanera, San Isidro, Madrid;250000;3;99.0;Madrid;Carabanchel;San Isidro;No;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
90;Piso en calle de Rascón, San Isidro, Madrid;125000;1;44.0;Madrid;Carabanchel;San Isidro;No;Compra;Entreplanta;Interior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
91;Piso en calle de Zaida, San Isidro, Madrid;176400;1;84.0;Madrid;Carabanchel;San Isidro;No;Compra;3ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
92;Piso en calle San Ambrosio, San Isidro, Madrid;118000;3;94.0;Madrid;Carabanchel;San Isidro;No;Compra;Sótano;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
93;Piso en calle Fernando Mora, 26, San Isidro, Madrid;164000;2;57.0;Madrid;Carabanchel;San Isidro;No;Compra;4ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
94;Piso en calle Fragata, San Isidro, Madrid;295000;2;77.0;Madrid;Carabanchel;San Isidro;No;Compra;2ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
95;Dúplex en calle Bandera, San Isidro, Madrid;625000;5;210.0;Madrid;Carabanchel;San Isidro;No;Compra;1ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
96;Piso en Algaba, 28, San Isidro, Madrid;320000;1;136.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Compra;Sótano;Interior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
97;Piso en calle del Tercio, San Isidro, Madrid;269000;2;68.0;Madrid;Carabanchel;San Isidro;No;Compra;2ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
98;Piso en calle José Montalvo, San Isidro, Madrid;159900;2;57.0;Madrid;Carabanchel;San Isidro;No;Compra;1ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
99;Piso en San Isidro, Madrid;120000;2;52.0;Madrid;Carabanchel;San Isidro;No;Compra;2ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
100;Piso en calle de José María Pemán, San Isidro, Madrid;145000;2;68.0;Madrid;Carabanchel;San Isidro;No;Compra;Bajo;Interior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
101;Piso en San Isidro, Madrid;350000;2;101.0;Madrid;Carabanchel;San Isidro;No;Compra;2ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
102;Piso en calle de Zaida, San Isidro, Madrid;176400;1;84.0;Madrid;Carabanchel;San Isidro;No;Compra;Indeterminado;Indeterminado;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
103;Piso en calle Teodoredo, San Isidro, Madrid;134000;2;55.0;Madrid;Carabanchel;San Isidro;No;Compra;4ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
104;Piso en San Isidro, Madrid;330000;2;86.0;Madrid;Carabanchel;San Isidro;No;Compra;1ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
105;Piso en calle de Pablo Montesinos, San Isidro, Madrid;249000;3;83.0;Madrid;Carabanchel;San Isidro;No;Compra;Indeterminado;Indeterminado;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
106;Ático en San Isidro, Madrid;475000;2;95.0;Madrid;Carabanchel;San Isidro;No;Compra;4ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
107;Piso en calle Alcaudón, San Isidro, Madrid;83300;2;56.0;Madrid;Carabanchel;San Isidro;No;Compra;Planta 2ª;Indeterminado;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;16.328;74.456;93.505;56.596;46.484;7.079;544.841;363.724;330.208;203442;2065860;2338583;16100.0;73;317.766;927.975;77.114;;;;2.920309284190253;1533221;724030;660976;141824;47.222807410021126;43.110288732022326;9.250068972444286
