Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion
Piso en carretera de Madrid, 23, Alcolea, Córdoba;90000;3 hab.;90 m²;cordoba;levante-lepanto-fatima;alcolea;No;Planta 1ª exterior sin ascensor
Chalet adosado en calle Jaguarzo, 3, Alcolea, Córdoba;290000;4 hab.;260 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Alcolea, Córdoba;223000;4 hab.;205 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Finca rústica en Alcolea, Córdoba;136000;4 hab.;291 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en urbanización el sol, Alcolea, Córdoba;238000;3 hab.;214 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Piso en Alcolea, Córdoba;79000;3 hab.;85 m²;cordoba;levante-lepanto-fatima;alcolea;No;Planta 3ª exterior sin ascensor
Chalet adosado en Alcolea, Córdoba;298000;3 hab.;280 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en Alcolea, Córdoba;315000;6 hab.;500 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en calle Lucero, Alcolea, Córdoba;238000;3 hab.;214 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en calle Lucero, Alcolea, Córdoba;238000;3 hab.;214 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Alcolea, Córdoba;368500;7 hab.;260 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Chalet adosado en Alcolea, Córdoba;300000;5 hab.;308 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Alcolea, Córdoba;181500;4 hab.;261 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Piso en Alcolea, Córdoba;103700;2 hab.;71 m²;cordoba;levante-lepanto-fatima;alcolea;No;Planta 2ª exterior con ascensor
Casa o chalet independiente en Alcolea, Córdoba;550000;4 hab.;1.600 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Alcolea, Córdoba;195000;3 hab.;129 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Finca rústica en Alcolea, Córdoba;215000;3 hab.;220 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en Alcolea, Córdoba;240000;4 hab.;283 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Piso en calle Cabo Carmona Chamizo, Alcolea, Córdoba;100000;3 hab.;120 m²;cordoba;levante-lepanto-fatima;alcolea;No;Planta 1ª exterior sin ascensor
Casa o chalet independiente en calle Lucero, Alcolea, Córdoba;238000;3 hab.;214 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Piso en calle Acera Iglesia, 19, Alcolea, Córdoba;74000;3 hab.;128 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en Alcolea, Córdoba;280000;2 hab.;90 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en carretera de Madrid, Alcolea, Córdoba;199900;3 hab.;130 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Quejigo, 4, Alcolea, Córdoba;355000;4 hab.;250 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Alcolea, Córdoba;173000;6 hab.;240 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Chalet en Alcolea, Córdoba;175000;4 hab.;220 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Urbanización Perales Pèndol, 8, Alcolea, Córdoba;245000;4 hab.;200 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Piso en calle Cuartel, 32, Alcolea, Córdoba;59000;2 hab.;75 m²;cordoba;levante-lepanto-fatima;alcolea;No;Planta 2ª 
Casa o chalet independiente en Alcolea, Córdoba;238000;3 hab.;214 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en Alcolea, Córdoba;170000;6 hab.;204 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en Alcolea, Córdoba;355000;4 hab.;250 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Alcolea, Córdoba;900000;9 hab.;800 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en Alcolea, Córdoba;250000;5 hab.;200 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Casa o chalet independiente en calle Los Chopos, Alcolea, Córdoba;130000;3 hab.;180 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Finca rústica en Alcolea, Córdoba;189500;3 hab.;225 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Finca rústica en Alcolea, Córdoba;129700;3 hab.;85 m²;cordoba;levante-lepanto-fatima;alcolea;No;No tiene
Casa o chalet independiente en Alcolea, Córdoba;290000;4 hab.;260 m²;cordoba;levante-lepanto-fatima;alcolea;Garaje incluido;No tiene
Chalet adosado en calle Julio Senador Gómez, Parquesol, Valladolid;399000;5 hab.;330 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Piso en calle Profesor Adolfo Miaja de la Muela, Parquesol, Valladolid;187900;3 hab.;149 m²;valladolid;parquesol;parquesol;No;Planta 10ª exterior con ascensor
Piso en calle Profesor Adolfo Miaja de la Muela, Parquesol, Valladolid;159900;3 hab.;148 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 2ª exterior con ascensor
Chalet pareado en calle Mariano de los Cobos, Parquesol, Valladolid;299900;4 hab.;243 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Dúplex en calle de Felipe Ruiz Martín, Parquesol, Valladolid;375028;4 hab.;220 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle De la Morelia, s/n, Parquesol, Valladolid;166000;1 hab.;63 m²;valladolid;parquesol;parquesol;No;Planta 1ª exterior con ascensor
Piso en calle de José Garrote Tebar, 47, Parquesol, Valladolid;311000;4 hab.;145 m²;valladolid;parquesol;parquesol;No;Planta 1ª exterior con ascensor
Piso en calle de José Garrote Tebar, 47, Parquesol, Valladolid;230600;2 hab.;95 m²;valladolid;parquesol;parquesol;No;Planta 1ª exterior con ascensor
Piso en calle de José Garrote Tebar, 47, Parquesol, Valladolid;275800;3 hab.;126 m²;valladolid;parquesol;parquesol;No;Planta 1ª exterior con ascensor
Piso en calle De la Morelia, s/n, Parquesol, Valladolid;321400;4 hab.;130 m²;valladolid;parquesol;parquesol;No;Bajo exterior con ascensor
Piso en calle De la Morelia, s/n, Parquesol, Valladolid;258400;3 hab.;115 m²;valladolid;parquesol;parquesol;No;Planta 1ª exterior con ascensor
Chalet adosado en calle de Miriam Blasco, Parquesol, Valladolid;399900;4 hab.;234 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Piso en calle de Hernando de Acuña, Parquesol, Valladolid;187000;4 hab.;103 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 1ª exterior con ascensor
Ático en calle Manuel Silvela, Parquesol, Valladolid;184900;2 hab.;118 m²;valladolid;parquesol;parquesol;No;Planta 9ª exterior con ascensor
Chalet adosado en calle de Juan de Valladolid, s/n, Parquesol, Valladolid;310000;4 hab.;240 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Chalet adosado en calle de Martín Santos Romero, Parquesol, Valladolid;355000;3 hab.;272 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Chalet adosado en calle Pintor Gabino Gaona, Parquesol, Valladolid;417900;5 hab.;289 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Piso en calle José Garrote Tebar, 33, Parquesol, Valladolid;307000;3 hab.;145 m²;valladolid;parquesol;parquesol;Garaje incluido; exterior con ascensor
Chalet adosado en Compositor Facundo Viña, 118, Parquesol, Valladolid;370000;4 hab.;268 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Piso en calle de Mateo Seoane Sobral, 10, Parquesol, Valladolid;220000;4 hab.;100 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 11ª exterior con ascensor
Dúplex en calle del Doctor Villacián, 33, Parquesol, Valladolid;415000;4 hab.;178 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 6ª exterior con ascensor
Piso en calle José Garrote Tebar, 33, Parquesol, Valladolid;248600;2 hab.;110 m²;valladolid;parquesol;parquesol;Garaje incluido; exterior con ascensor
Piso en calle Luis González Lefort, s/n, Parquesol, Valladolid;188300;2 hab.;94 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Luis González Lefort, s/n, Parquesol, Valladolid;309800;4 hab.;135 m²;valladolid;parquesol;parquesol;Garaje incluido;Bajo exterior con ascensor
Piso en calle Luis González Lefort, s/n, Parquesol, Valladolid;194100;2 hab.;88 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle del Doctor Villacián, Parquesol, Valladolid;238123;3 hab.;154 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 7ª exterior con ascensor
Dúplex en Felipe Ruiz Martin, s/n, Parquesol, Valladolid;380000;4 hab.;147 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 2ª exterior con ascensor
Dúplex en Felipe Ruiz Martin, s/n, Parquesol, Valladolid;370000;4 hab.;147 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 2ª exterior con ascensor
Dúplex en Felipe Ruiz Martin, s/n, Parquesol, Valladolid;390000;4 hab.;150 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 2ª exterior con ascensor
Chalet adosado en Mariano de los Cobos, s/n, Parquesol, Valladolid;460000;6 hab.;283 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Chalet pareado en Parquesol, s/n, Parquesol, Valladolid;425000;5 hab.;550 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Ático en calle Luis González Lefort, s/n, Parquesol, Valladolid;190000;1 hab.;67 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 2ª exterior con ascensor
Piso en Cdad. de la Habana, 143, Parquesol, Valladolid;290000;2 hab.;71 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle de Hernando de Acuña, 71, Parquesol, Valladolid;178000;2 hab.;74 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Juan García Hortelano, Parquesol, Valladolid;214900;4 hab.;140 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 3ª exterior con ascensor
Chalet adosado en calle Compositor Facundo Viña, Parquesol, Valladolid;399900;5 hab.;276 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Chalet adosado en calle de Juan de Valladolid, Parquesol, Valladolid;310000;3 hab.;279 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Piso en calle Eusebio González Suárez, Parquesol, Valladolid;179900;3 hab.;147 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 1ª exterior con ascensor
Piso en Cdad. de la Habana, 143, Parquesol, Valladolid;340000;3 hab.;108 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 1ª exterior con ascensor
Chalet adosado en calle Compositor Facundo Viña, s/n, Parquesol, Valladolid;370000;4 hab.;280 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Chalet adosado en calle Mariano de los Cobos, Parquesol, Valladolid;440000;4 hab.;369 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Piso en calle de Enrique Cubero, Parquesol, Valladolid;220000;3 hab.;100 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle de Juan de Valladolid, Parquesol, Valladolid;199000;4 hab.;108 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 4ª exterior con ascensor
Ático en calle de Nicómedes Sanz, 6, Parquesol, Valladolid;279000;2 hab.;121 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle de Juan de Valladolid, Parquesol, Valladolid;199000;4 hab.;149 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 4ª exterior con ascensor
Piso en calle Amadeo Arias, 13, Parquesol, Valladolid;280000;3 hab.;105 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle José María Castilviejo, 65, Parquesol, Valladolid;280000;4 hab.;176 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 1ª exterior con ascensor
Piso en plaza Marcos Fernández, Parquesol, Valladolid;159990;1 hab.;60 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 9ª exterior con ascensor
Piso en calle de José Garrote Tebar, Parquesol, Valladolid;225000;4 hab.;114 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle de Juan de Valladolid, 5, Parquesol, Valladolid;199000;4 hab.;130 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 4ª exterior con ascensor
Chalet adosado en Parquesol, Valladolid;306000;4 hab.;240 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Piso en calle Eusebio González Suárez, 4, Parquesol, Valladolid;239900;3 hab.;105 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 5ª exterior con ascensor
Piso en calle Manuel Silvela, 8, Parquesol, Valladolid;196000;2 hab.;94 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 8ª exterior con ascensor
Casa o chalet independiente en Parquesol, Valladolid;325000;4 hab.;178 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Piso en calle de Mateo Seoane Sobral, 42, Parquesol, Valladolid;218000;4 hab.;115 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 5ª exterior con ascensor
Piso en calle Amadeo Arias, 10, Parquesol, Valladolid;190000;4 hab.;100 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Juan García Hortelano, Parquesol, Valladolid;225000;3 hab.;92 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 7ª exterior con ascensor
Piso en calle de Juan de Valladolid, Parquesol, Valladolid;230000;3 hab.;117 m²;valladolid;parquesol;parquesol;Garaje incluido;Planta 4ª exterior con ascensor
Chalet adosado en calle de Miriam Blasco, Parquesol, Valladolid;365000;5 hab.;390 m²;valladolid;parquesol;parquesol;Garaje incluido;No tiene
Piso en calle José Garrote Tebar, 33, Parquesol, Valladolid;254300;2 hab.;128 m²;valladolid;parquesol;parquesol;Garaje incluido; exterior con ascensor
Casa o chalet independiente en calle Pereiras, Navia, Vigo;785000;6 hab.;430 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en Navia, Vigo;785000;6 hab.;430 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en calle Redondo, Navia, Vigo;820000;5 hab.;433 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en calle San Paio, Navia, Vigo;548000;4 hab.;446 m²;vigo;navia;navia;Garaje incluido;No tiene
Chalet adosado en Baixada de Samil, 41 b, Navia, Vigo;450000;3 hab.;112 m²;vigo;navia;navia;Garaje incluido;No tiene
Piso en calle das Teixugueiras, Navia, Vigo;200000;3 hab.;97 m²;vigo;navia;navia;Garaje incluido;Planta 3ª exterior con ascensor
Casa o chalet independiente en redondo, 84, Navia, Vigo;820000;5 hab.;433 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en calle Tomada, 86, Navia, Vigo;169000;4 hab.;142 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en calle da Tomada, Navia, Vigo;169000;5 hab.;142 m²;vigo;navia;navia;No;No tiene
Casa o chalet independiente en Zona Samil, Navia, Vigo;650000;5 hab.;300 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en avenida Samil, Navia, Vigo;1360000;4 hab.;308 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en San Paio de Navia, Navia, Vigo;550000;5 hab.;446 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en Baixada de Samil, Navia, Vigo;450000;3 hab.;112 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en calle dos Casaliños, Navia, Vigo;550000;5 hab.;380 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en calle da Tomada, Navia, Vigo;169000;3 hab.;142 m²;vigo;navia;navia;No;No tiene
Casa o chalet independiente en Baixada de Samil, Navia, Vigo;450000;3 hab.;112 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en calle do Rio, Navia, Vigo;420000;2 hab.;146 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en Baixada de Samil, Navia, Vigo;450000;3 hab.;112 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en avenida Europa, Navia, Vigo;249000;3 hab.;90 m²;vigo;navia;navia;No;No tiene
Casa o chalet independiente en avenida de europa, 98, Navia, Vigo;249000;3 hab.;90 m²;vigo;navia;navia;No;No tiene
Piso en Samil, Navia, Vigo;180000;1 hab.;60 m²;vigo;navia;navia;No;Planta 2ª exterior con ascensor
Casa o chalet independiente en calle Redondo, Navia, Vigo;820000;4 hab.;433 m²;vigo;navia;navia;No;No tiene
Casa o chalet independiente en Navia, Vigo;169000;3 hab.;142 m²;vigo;navia;navia;No;No tiene
Casa o chalet independiente en calle Redondo, Navia, Vigo;820000;5 hab.;433 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en Redondo / Samil, Navia, Vigo;820000;4 hab.;355 m²;vigo;navia;navia;No;No tiene
Casa o chalet independiente en Navia, Vigo;795000;4 hab.;355 m²;vigo;navia;navia;Garaje incluido;No tiene
Casa o chalet independiente en calle Laxielas, 14, Navia, Vigo;420000;2 hab.;146 m²;vigo;navia;navia;Garaje incluido;No tiene
Chalet en calle da Tomada, Navia, Vigo;169000;3 hab.;145 m²;vigo;navia;navia;No;No tiene
Casa o chalet independiente en calle de Canido, Navia, Vigo;425000;4 hab.;300 m²;vigo;navia;navia;Garaje incluido;No tiene
Piso en calle das Teixugueiras, Navia, Vigo;220000;3 hab.;114 m²;vigo;navia;navia;Garaje incluido;Planta 3ª exterior con ascensor
Ático en calle de la Independència, Santa Eulàlia, Hospitalet de Llobregat;450000;3 hab.;106 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle de la Independència, Santa Eulàlia, Hospitalet de Llobregat;450000;3 hab.;92 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 3ª exterior con ascensor
Piso en Santa Eulàlia, Hospitalet de Llobregat;450000;4 hab.;110 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 6ª exterior con ascensor
Piso en calle de la Igualtat, Santa Eulàlia, Hospitalet de Llobregat;252000;2 hab.;61 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Entreplanta exterior con ascensor
Piso en calle de Santiago Ramon y Cajal, Santa Eulàlia, Hospitalet de Llobregat;310000;4 hab.;82 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Bajo exterior con ascensor
Ático en calle Modern, Santa Eulàlia, Hospitalet de Llobregat;169000;3 hab.;58 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 4ª interior sin ascensor
Dúplex en calle Modern, Santa Eulàlia, Hospitalet de Llobregat;355000;3 hab.;108 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 2ª exterior con ascensor
Ático en calle de Buenos Aires, Santa Eulàlia, Hospitalet de Llobregat;169000;2 hab.;45 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 5ª exterior sin ascensor
Ático en calle de la Igualtat, Santa Eulàlia, Hospitalet de Llobregat;400000;3 hab.;146 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 3ª exterior con ascensor
Piso en calle d'Àngel Guimerà, Santa Eulàlia, Hospitalet de Llobregat;139000;2 hab.;55 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Bajo interior sin ascensor
