Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion
Piso en calle de los Hermanos Pinzón, Mercado San Valero, Zaragoza;50700;3 hab.;49 m²;zaragoza;delicias;mercado-san-valero;No;Planta 3ª sin ascensor
Piso en calle de Italia, Mercado San Valero, Zaragoza;134900;3 hab.;65 m²;zaragoza;delicias;mercado-san-valero;No;Planta 2ª exterior con ascensor
Piso en calle del Tenor Gayarre, 9, Mercado San Valero, Zaragoza;210000;3 hab.;104 m²;zaragoza;delicias;mercado-san-valero;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle de los Hermanos Pinzón, Mercado San Valero, Zaragoza;50700;3 hab.;49 m²;zaragoza;delicias;mercado-san-valero;No;Planta 3ª sin ascensor
Piso en calle del Padre Manjón, 17, Mercado San Valero, Zaragoza;162000;2 hab.;65 m²;zaragoza;delicias;mercado-san-valero;No;Planta 2ª exterior con ascensor
Piso en calle de los Hermanos Pinzón, Mercado San Valero, Zaragoza;50700;3 hab.;49 m²;zaragoza;delicias;mercado-san-valero;No;Planta 3ª sin ascensor
Ático en calle de Terminillo, Delicias, Zaragoza;125000;2 hab.;46 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior con ascensor
Piso en calle de Borja, Delicias, Zaragoza;144900;2 hab.;73 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle de las Delicias, Delicias, Zaragoza;125000;3 hab.;71 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior con ascensor
Piso en calle de Terminillo, Delicias, Zaragoza;176700;3 hab.;144 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 3ª con ascensor
Ático en calle de Terminillo, Delicias, Zaragoza;176700;3 hab.;80 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 3ª exterior con ascensor
Chalet adosado en calle de Montañés, Delicias, Zaragoza;114900;2 hab.;72 m²;zaragoza;delicias;delicias;No;No tiene
Piso en calle de Terminillo, Delicias, Zaragoza;160000;3 hab.;75 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle de Tarazona, 3, Delicias, Zaragoza;127000;4 hab.;82 m²;zaragoza;delicias;delicias;No;Planta 4ª exterior con ascensor
Piso en calle de Bélgica, Delicias, Zaragoza;114000;1 hab.;56 m²;zaragoza;delicias;delicias;Garaje opc. 18.000 €;Planta 1ª exterior sin ascensor
Piso en calle de Caspe, Delicias, Zaragoza;84900;2 hab.;60 m²;zaragoza;delicias;delicias;No;Planta 2ª exterior sin ascensor
Piso en calle de Berenguer de Bardají, Delicias, Zaragoza;160000;3 hab.;80 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 1ª exterior con ascensor
Piso en avenida de Madrid, Delicias, Zaragoza;174900;4 hab.;122 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior con ascensor
Casa o chalet independiente en calle de Barcelona, Delicias, Zaragoza;281000;1 hab.;241 m²;zaragoza;delicias;delicias;No;No tiene
Piso en Sangenis, 82, Delicias, Zaragoza;145000;3 hab.;89 m²;zaragoza;delicias;delicias;No;Planta 1ª exterior con ascensor
Piso en calle de Terminillo, Delicias, Zaragoza;160000;4 hab.;121 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle de Montañés, 26, Delicias, Zaragoza;185000;3 hab.;90 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle de Terminillo, Delicias, Zaragoza;125000;2 hab.;46 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior con ascensor
Ático en calle de Terminillo, 42, Delicias, Zaragoza;125000;2 hab.;62 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior con ascensor
Piso en calle de Berenguer de Bardají, Delicias, Zaragoza;169000;3 hab.;90 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle de Antonio Sangenis, 74, Delicias, Zaragoza;89000;2 hab.;69 m²;zaragoza;delicias;delicias;No;Planta 4ª exterior sin ascensor
Piso en calle de Terminillo, 60, Delicias, Zaragoza;160000;3 hab.;120 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle de Daroca, 19, Delicias, Zaragoza;77000;2 hab.;65 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior sin ascensor
Piso en calle de Terminillo, Delicias, Zaragoza;160000;3 hab.;118 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle de Domingo Ram, 64, Delicias, Zaragoza;121000;3 hab.;74 m²;zaragoza;delicias;delicias;No;Planta 4ª exterior sin ascensor
Piso en calle de Antonio Sangenis, 12, Delicias, Zaragoza;125000;3 hab.;71 m²;zaragoza;delicias;delicias;No;Planta 4ª exterior con ascensor
Piso en calle de Santa Rita de Casia, Delicias, Zaragoza;175000;4 hab.;102 m²;zaragoza;delicias;delicias;No;Planta 9ª exterior con ascensor
Piso en calle de Terminillo, Delicias, Zaragoza;230000;3 hab.;153 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 1ª exterior con ascensor
Piso en avenida de Madrid, 185, Delicias, Zaragoza;90000;2 hab.;65 m²;zaragoza;delicias;delicias;No;Planta 2ª exterior sin ascensor
Piso en calle de Borja, Delicias, Zaragoza;144900;2 hab.;73 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 1ª exterior con ascensor
Piso en via Univérsitas, Delicias, Zaragoza;169000;3 hab.;85 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 8ª exterior con ascensor
Piso en calle de la Duquesa de Villahermosa, Delicias, Zaragoza;269000;3 hab.;127 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 4ª exterior con ascensor
Chalet adosado en calle del Conde de la Viñaza, 23, Delicias, Zaragoza;350000;12 hab.;350 m²;zaragoza;delicias;delicias;Garaje incluido;No tiene
Piso en calle de Berenguer de Bardají, Delicias, Zaragoza;169000;3 hab.;92 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle de Caspe, Delicias, Zaragoza;97500;3 hab.;72 m²;zaragoza;delicias;delicias;No;Planta 2ª exterior sin ascensor
Piso en calle de la Duquesa de Villahermosa, 56, Delicias, Zaragoza;240000;3 hab.;128 m²;zaragoza;delicias;delicias;Garaje opc. 25.000 €;Planta 4ª exterior con ascensor
Piso en avenida de Madrid, Delicias, Zaragoza;148000;3 hab.;104 m²;zaragoza;delicias;delicias;No;Planta 2ª exterior sin ascensor
Dúplex en calle de Terminillo, Delicias, Zaragoza;176700;3 hab.;100 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle de las Delicias, Delicias, Zaragoza;134000;3 hab.;72 m²;zaragoza;delicias;delicias;No;Planta 1ª exterior con ascensor
Piso en calle de Jorge Jordana, Delicias, Zaragoza;115000;4 hab.;82 m²;zaragoza;delicias;delicias;No;Planta 1ª exterior sin ascensor
Piso en calle de Terminillo, Delicias, Zaragoza;176700;3 hab.;144 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle de Antonio Sangenis, Delicias, Zaragoza;110000;3 hab.;76 m²;zaragoza;delicias;delicias;No;Planta 1ª exterior con ascensor
Piso en calle de Berenguer de Bardají, Delicias, Zaragoza;100500;1 hab.;60 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior con ascensor
Piso en calle de la Duquesa de Villahermosa, Delicias, Zaragoza;265000;3 hab.;128 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 4ª exterior con ascensor
Casa o chalet independiente en barcelona, Delicias, Zaragoza;95000;4 hab.;109 m²;zaragoza;delicias;delicias;No;No tiene
Piso en calle de Terminillo, Delicias, Zaragoza;160000;3 hab.;121 m²;zaragoza;delicias;delicias;No;Planta 3ª con ascensor
Piso en Delicias, Zaragoza;145000;5 hab.;82 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior con ascensor
Piso en calle de Terminillo, 60, Delicias, Zaragoza;159900;3 hab.;80 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle de la Duquesa de Villahermosa, Delicias, Zaragoza;265000;3 hab.;115 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 4ª exterior con ascensor
Piso en calle Delicias, 47, Delicias, Zaragoza;147000;3 hab.;79 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior con ascensor
Piso en calle de Terminillo, Delicias, Zaragoza;47000;1 hab.;40 m²;zaragoza;delicias;delicias;No;Planta 1ª sin ascensor
Piso en calle de Berenguer de Bardají, Delicias, Zaragoza;145000;5 hab.;90 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior con ascensor
Piso en calle de Antonio Sangenis, Delicias, Zaragoza;125000;3 hab.;70 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior con ascensor
Piso en Delicias, Zaragoza;129900;3 hab.;104 m²;zaragoza;delicias;delicias;No;Planta 1ª exterior con ascensor
Piso en Delicias, Zaragoza;199000;4 hab.;123 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 1ª exterior con ascensor
Piso en Delicias, Zaragoza;89000;2 hab.;65 m²;zaragoza;delicias;delicias;No;Planta 2ª exterior sin ascensor
Piso en Mariano Carderera, 30, Delicias, Zaragoza;145000;2 hab.;70 m²;zaragoza;delicias;delicias;No;Planta 2ª exterior con ascensor
Piso en Delicias, Zaragoza;125000;3 hab.;90 m²;zaragoza;delicias;delicias;No;Planta 3ª exterior sin ascensor
Piso en calle Domingo Ram, 62, Delicias, Zaragoza;120000;2 hab.;50 m²;zaragoza;delicias;delicias;No;Planta 1ª interior con ascensor
Piso en calle de Terminillo, 60, Delicias, Zaragoza;160000;4 hab.;121 m²;zaragoza;delicias;delicias;Garaje incluido;Planta 3ª exterior con ascensor
Piso en Antonio Sangenis, 12, Delicias, Zaragoza;125000;3 hab.;70 m²;zaragoza;delicias;delicias;No;Planta 4ª exterior con ascensor
Piso en calle del Barón de Warsage, Parque Delicias - La Bozada, Zaragoza;138600;2 hab.;70 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 2ª exterior con ascensor
Piso en calle Cañizar del Olivar, Parque Delicias - La Bozada, Zaragoza;145000;2 hab.;80 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 4ª exterior con ascensor
Piso en calle de Demetrio Galán Bergua, Parque Delicias - La Bozada, Zaragoza;149500;3 hab.;84 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 3ª interior con ascensor
Piso en avenida de Madrid, Parque Delicias - La Bozada, Zaragoza;140000;4 hab.;87 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 2ª exterior con ascensor
Piso en calle de Nuestra Señora del Salz, 16, Parque Delicias - La Bozada, Zaragoza;99000;2 hab.;56 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 3ª exterior sin ascensor
Dúplex en calle de Nuestra Señora del Salz, Parque Delicias - La Bozada, Zaragoza;135000;2 hab.;68 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 4ª interior con ascensor
Piso en Parque Delicias - La Bozada, Zaragoza;125000;3 hab.;76 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 3ª exterior con ascensor
Piso en calle de Roger de Flor, 23, Parque Delicias - La Bozada, Zaragoza;139000;3 hab.;75 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 1ª exterior con ascensor
Piso en calle de Demetrio Galán Bergua, Parque Delicias - La Bozada, Zaragoza;130000;2 hab.;93 m²;zaragoza;delicias;parque-delicias-la-bozada;Garaje opc. 20.000 €;Planta 1ª exterior con ascensor
Piso en calle de D. Galán Bergua, Parque Delicias - La Bozada, Zaragoza;198000;3 hab.;95 m²;zaragoza;delicias;parque-delicias-la-bozada;Garaje incluido;Planta 7ª interior con ascensor
Piso en calle Roda de Isábena, 1, Parque Delicias - La Bozada, Zaragoza;175000;2 hab.;61 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 2ª exterior con ascensor
Piso en calle de Andrés Vicente, 28, Parque Delicias - La Bozada, Zaragoza;109000;3 hab.;66 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 2ª exterior con ascensor
Casa o chalet independiente en calle de Nuestra Señora de Begoña, Parque Delicias - La Bozada, Zaragoza;375000;5 hab.;189 m²;zaragoza;delicias;parque-delicias-la-bozada;No;No tiene
Piso en calle de Demetrio Galán Bergua, Parque Delicias - La Bozada, Zaragoza;180000;3 hab.;81 m²;zaragoza;delicias;parque-delicias-la-bozada;Garaje incluido;Planta 5ª interior con ascensor
Piso en calle de Andrés Vicente, 2, Parque Delicias - La Bozada, Zaragoza;149900;3 hab.;71 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 4ª interior con ascensor
Piso en calle de Ramón Salanova, Parque Delicias - La Bozada, Zaragoza;128000;2 hab.;69 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Entreplanta exterior con ascensor
Piso en calle de Andrés Vicente, Parque Delicias - La Bozada, Zaragoza;179000;4 hab.;75 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 3ª interior con ascensor
Piso en calle del Doctor Julián Sanz Ibáñez, Parque Delicias - La Bozada, Zaragoza;169000;3 hab.;88 m²;zaragoza;delicias;parque-delicias-la-bozada;Garaje incluido;Planta 4ª interior con ascensor
Piso en calle del Escultor Palao, Parque Delicias - La Bozada, Zaragoza;146400;3 hab.;87 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 2ª exterior con ascensor
Piso en calle de Santa Teresita, Parque Delicias - La Bozada, Zaragoza;132000;3 hab.;79 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 1ª exterior con ascensor
Piso en calle de Antonio Mompeón Motos, 1, Parque Delicias - La Bozada, Zaragoza;138600;2 hab.;80 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 2ª exterior con ascensor
Piso en calle de Andrés Vicente, Parque Delicias - La Bozada, Zaragoza;99000;3 hab.;60 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 2ª exterior sin ascensor
Ático en calle de Roger de Flor, Parque Delicias - La Bozada, Zaragoza;179000;3 hab.;81 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 9ª exterior con ascensor
Piso en calle de Andrés Vicente, Parque Delicias - La Bozada, Zaragoza;99000;3 hab.;60 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 2ª exterior sin ascensor
Piso en calle de Roger de Flor, Parque Delicias - La Bozada, Zaragoza;139000;3 hab.;67 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 1ª exterior con ascensor
Piso en calle de los Hermanos Gambra, Parque Delicias - La Bozada, Zaragoza;180000;3 hab.;81 m²;zaragoza;delicias;parque-delicias-la-bozada;Garaje incluido;Planta 2ª interior con ascensor
Piso en calle de Andrés Vicente, 26, Parque Delicias - La Bozada, Zaragoza;99000;3 hab.;60 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 2ª exterior sin ascensor
Piso en calle de Andrés Vicente, Parque Delicias - La Bozada, Zaragoza;149900;3 hab.;71 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 4ª exterior con ascensor
Piso en avenida de Madrid, Parque Delicias - La Bozada, Zaragoza;145000;4 hab.;90 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 3ª exterior con ascensor
Piso en calle de Demetrio Galán Bergua, Parque Delicias - La Bozada, Zaragoza;128000;3 hab.;80 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 1ª exterior con ascensor
Piso en calle de Andrés Vicente, 34, Parque Delicias - La Bozada, Zaragoza;120000;3 hab.;67 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 4ª exterior con ascensor
Piso en calle de Pedro Alfonso, Parque Delicias - La Bozada, Zaragoza;143000;2 hab.;67 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 1ª exterior con ascensor
Piso en calle de Andrés Vicente, 34, Parque Delicias - La Bozada, Zaragoza;165000;3 hab.;63 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 5ª exterior con ascensor
Piso en calle de Fray Juan Regla, Parque Delicias - La Bozada, Zaragoza;85000;2 hab.;58 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 4ª interior sin ascensor
Piso en calle de Roger de Flor, Parque Delicias - La Bozada, Zaragoza;139000;4 hab.;77 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 1ª exterior con ascensor
Piso en calle de Nuestra Señora del Salz, Parque Delicias - La Bozada, Zaragoza;100000;2 hab.;56 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 3ª exterior sin ascensor
Piso en calle de Roger de Flor, Parque Delicias - La Bozada, Zaragoza;139000;3 hab.;67 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 1ª exterior con ascensor
Piso en via Univérsitas, Parque Delicias - La Bozada, Zaragoza;192000;3 hab.;105 m²;zaragoza;delicias;parque-delicias-la-bozada;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle de Nuestra Señora del Salz, Parque Delicias - La Bozada, Zaragoza;119900;3 hab.;60 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 2ª interior con ascensor
Piso en calle de Pedro Alfonso, Parque Delicias - La Bozada, Zaragoza;52200;3 hab.;59 m²;zaragoza;delicias;parque-delicias-la-bozada;No; sin ascensor
Piso en Grupo Alférez Rojas, Parque Delicias - La Bozada, Zaragoza;52500;3 hab.;72 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 4ª sin ascensor
Piso en Parque Delicias - La Bozada, Zaragoza;138600;2 hab.;71 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 2ª exterior con ascensor
Piso en calle de Andrés Vicente, 2, Parque Delicias - La Bozada, Zaragoza;149900;3 hab.;71 m²;zaragoza;delicias;parque-delicias-la-bozada;No;Planta 3ª exterior con ascensor
Piso en La Trinidad, Málaga;490000;4 hab.;135 m²;malaga;centro;la-trinidad;Garaje incluido;Planta 3ª exterior con ascensor
Piso en avenida Doctor Gálvez Ginachero, 1, La Trinidad, Málaga;444000;2 hab.;85 m²;malaga;centro;la-trinidad;Garaje incluido;Planta 8ª exterior con ascensor
Dúplex en calle Churruca, La Trinidad, Málaga;215000;2 hab.;66 m²;malaga;centro;la-trinidad;No; interior con ascensor
Piso en calle Mármoles, La Trinidad, Málaga;298000;4 hab.;91 m²;malaga;centro;la-trinidad;No;Planta 4ª exterior con ascensor
Estudio en plaza del Hospital Civil, La Trinidad, Málaga;142000;no definido;33 m²;malaga;centro;la-trinidad;No;Bajo interior sin ascensor
Piso en calle Trinidad, La Trinidad, Málaga;190000;1 hab.;57 m²;malaga;centro;la-trinidad;No;Bajo exterior con ascensor
Piso en calle Trinidad, La Trinidad, Málaga;240000;1 hab.;56 m²;malaga;centro;la-trinidad;Garaje incluido;Bajo exterior con ascensor
Piso en calle Mármoles, 54, La Trinidad, Málaga;320000;2 hab.;84 m²;malaga;centro;la-trinidad;No;Planta 1ª exterior con ascensor
Dúplex en calle Mármoles, 54, La Trinidad, Málaga;350000;2 hab.;90 m²;malaga;centro;la-trinidad;No;Planta 2ª exterior con ascensor
Dúplex en calle Arrebolado, 9, La Trinidad, Málaga;340000;3 hab.;86 m²;malaga;centro;la-trinidad;No;Planta 1ª exterior con ascensor
Piso en calle Arrebolado, 9, La Trinidad, Málaga;185000;1 hab.;49 m²;malaga;centro;la-trinidad;No;Bajo exterior con ascensor
Dúplex en calle Arrebolado, 9, La Trinidad, Málaga;285000;2 hab.;76 m²;malaga;centro;la-trinidad;No;Planta 1ª exterior con ascensor
Dúplex en avenida Fátima, La Trinidad, Málaga;430000;4 hab.;109 m²;malaga;centro;la-trinidad;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Trinidad, La Trinidad, Málaga;190000;1 hab.;56 m²;malaga;centro;la-trinidad;No;Bajo exterior con ascensor
Piso en avenida de Barcelona, 42, La Trinidad, Málaga;379000;4 hab.;133 m²;malaga;centro;la-trinidad;Garaje incluido;Entreplanta exterior con ascensor
Dúplex en calle Mármoles, 54, La Trinidad, Málaga;285000;2 hab.;70 m²;malaga;centro;la-trinidad;No;Planta 1ª exterior con ascensor
Piso en calle Luchana, La Trinidad, Málaga;190000;3 hab.;83 m²;malaga;centro;la-trinidad;No;Planta 4ª exterior con ascensor
Piso en La Trinidad, Málaga;490000;4 hab.;144 m²;malaga;centro;la-trinidad;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Mármoles, La Trinidad, Málaga;298000;4 hab.;98 m²;malaga;centro;la-trinidad;No;Planta 4ª exterior con ascensor
Piso en avenida de Barcelona, La Trinidad, Málaga;360000;3 hab.;99 m²;malaga;centro;la-trinidad;No;Planta 4ª exterior con ascensor
Piso en La Trinidad, Málaga;169000;2 hab.;72 m²;malaga;centro;la-trinidad;No;Planta 3ª exterior sin ascensor
Piso en La Trinidad, Málaga;360000;2 hab.;64 m²;malaga;centro;la-trinidad;No;Planta 2ª exterior con ascensor
Piso en La Trinidad, Málaga;289000;2 hab.;63 m²;malaga;centro;la-trinidad;No;Planta 6ª exterior con ascensor
Estudio en avenida Doctor Gálvez Ginachero, 7, La Trinidad, Málaga;179900;no definido;49 m²;malaga;centro;la-trinidad;No;Planta 1ª exterior con ascensor
Piso en La Trinidad, Málaga;339000;4 hab.;131 m²;malaga;centro;la-trinidad;Garaje incluido;Planta 1ª exterior con ascensor
Piso en La Trinidad, Málaga;222800;2 hab.;66 m²;malaga;centro;la-trinidad;Garaje opc. 27.500 €;Planta 1ª interior con ascensor
Piso en La Trinidad, Málaga;490000;4 hab.;144 m²;malaga;centro;la-trinidad;Garaje incluido;Planta 3ª exterior con ascensor
Dúplex en calle Churruca, 25, La Trinidad, Málaga;215000;2 hab.;66 m²;malaga;centro;la-trinidad;No;Planta 1ª interior con ascensor
Dúplex en La Trinidad, Málaga;430000;4 hab.;110 m²;malaga;centro;la-trinidad;Garaje incluido;Planta 3ª exterior con ascensor
Piso en La Trinidad, Málaga;270000;4 hab.;110 m²;malaga;centro;la-trinidad;No;Planta 3ª exterior con ascensor
Piso en La Trinidad, Málaga;379000;4 hab.;125 m²;malaga;centro;la-trinidad;Garaje incluido; con ascensor
Ático en La Trinidad, Málaga;175000;1 hab.;50 m²;malaga;centro;la-trinidad;No;Planta 2ª exterior sin ascensor
Piso en avenida Doctor Gálvez Ginachero, 13, La Trinidad, Málaga;399000;4 hab.;110 m²;malaga;centro;la-trinidad;No;Planta 1ª exterior con ascensor
Piso en La Trinidad, Málaga;430000;4 hab.;109 m²;malaga;centro;la-trinidad;Garaje incluido;Planta 3ª exterior con ascensor
Piso en plaza de Bailén, La Trinidad, Málaga;146000;2 hab.;88 m²;malaga;centro;la-trinidad;No;Planta 5ª exterior con ascensor
Piso en calle Churruca, 35 -17, La Trinidad, Málaga;222800;2 hab.;63 m²;malaga;centro;la-trinidad;No;Planta 1ª con ascensor
Piso en calle Sevilla, 13, La Trinidad, Málaga;240000;1 hab.;67 m²;malaga;centro;la-trinidad;No;Bajo exterior con ascensor
Piso en calle Sevilla, 13, La Trinidad, Málaga;245000;1 hab.;64 m²;malaga;centro;la-trinidad;No;Bajo exterior con ascensor
Dúplex en calle Churruca, La Trinidad, Málaga;222000;2 hab.;80 m²;malaga;centro;la-trinidad;No;Planta 1ª interior con ascensor
Estudio en plaza del Hospital Civil, s/n, La Trinidad, Málaga;121000;no definido;35 m²;malaga;centro;la-trinidad;No;Bajo exterior con ascensor
Piso en calle Sevilla, 13, La Trinidad, Málaga;340000;2 hab.;92 m²;malaga;centro;la-trinidad;No; exterior con ascensor
Piso en La Trinidad, Málaga;190000;1 hab.;57 m²;malaga;centro;la-trinidad;Garaje opc. 35.000 €;Bajo interior con ascensor
Piso en calle de San Quintín, s/n, La Trinidad, Málaga;309000;2 hab.;78 m²;malaga;centro;la-trinidad;Garaje incluido;Planta 2ª con ascensor
Piso en calle Arrebolado, 9, La Trinidad, Málaga;190000;1 hab.;50 m²;malaga;centro;la-trinidad;No;Bajo exterior con ascensor
Piso en calle Don Juan de Austria, La Trinidad, Málaga;275000;3 hab.;72 m²;malaga;centro;la-trinidad;No;Planta 7ª exterior con ascensor
Piso en calle Sevilla, 26, La Trinidad, Málaga;400000;3 hab.;85 m²;malaga;centro;la-trinidad;Garaje opc. 27.500 €;Planta 2ª exterior con ascensor
Piso en calle Sevilla, 26, La Trinidad, Málaga;259000;1 hab.;50 m²;malaga;centro;la-trinidad;Garaje opc. 27.500 €;Planta 5ª exterior con ascensor
Piso en calle Sevilla, 26, La Trinidad, Málaga;375000;2 hab.;73 m²;malaga;centro;la-trinidad;Garaje opc. 27.500 €;Planta 6ª exterior con ascensor
Piso en calle Sevilla, 26, La Trinidad, Málaga;368000;2 hab.;79 m²;malaga;centro;la-trinidad;Garaje opc. 27.500 €;Planta 5ª exterior con ascensor
Piso en calle Sevilla, 26, La Trinidad, Málaga;415000;2 hab.;73 m²;malaga;centro;la-trinidad;Garaje opc. 27.500 €;Planta 1ª exterior con ascensor
Piso en calle Sevilla, 26, La Trinidad, Málaga;386000;2 hab.;78 m²;malaga;centro;la-trinidad;Garaje opc. 27.500 €;Planta 6ª exterior con ascensor
Piso en calle Sevilla, 26, La Trinidad, Málaga;360000;2 hab.;73 m²;malaga;centro;la-trinidad;Garaje opc. 27.500 €;Planta 5ª exterior con ascensor
Piso en calle Sevilla, 26, La Trinidad, Málaga;415000;3 hab.;85 m²;malaga;centro;la-trinidad;Garaje opc. 27.500 €;Planta 1ª exterior con ascensor
Piso en calle Mármoles, La Trinidad, Málaga;295000;2 hab.;65 m²;malaga;centro;la-trinidad;No;Planta 5ª exterior con ascensor
Piso en avenida de Barcelona, La Trinidad, Málaga;268000;4 hab.;115 m²;malaga;centro;la-trinidad;No;Planta 3ª exterior con ascensor
Piso en calle Mármoles, La Trinidad, Málaga;229000;1 hab.;35 m²;malaga;centro;la-trinidad;No;Planta 1ª exterior con ascensor
Piso en La Trinidad, Málaga;228000;2 hab.;66 m²;malaga;centro;la-trinidad;No;Planta 1ª con ascensor
Piso en La Trinidad, Málaga;379000;4 hab.;133 m²;malaga;centro;la-trinidad;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Churruca, La Trinidad, Málaga;222800;2 hab.;68 m²;malaga;centro;la-trinidad;No;Planta 1ª exterior con ascensor
Piso en La Trinidad, Málaga;490000;4 hab.;127 m²;malaga;centro;la-trinidad;Garaje incluido;Planta 3ª exterior con ascensor
Ático en calle Calderón de la Barca, 6, Centro Histórico, Málaga;324000;2 hab.;72 m²;malaga;centro;centro-historico;No;Planta 5ª exterior con ascensor
Piso en Centro Histórico, Málaga;690000;3 hab.;143 m²;malaga;centro;centro-historico;No;Planta 3ª exterior sin ascensor
Ático en Centro Histórico, Málaga;328000;2 hab.;72 m²;malaga;centro;centro-historico;No;Planta 5ª exterior con ascensor
Piso en calle Casapalma, Centro Histórico, Málaga;950000;4 hab.;200 m²;malaga;centro;centro-historico;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Císter, 1, Centro Histórico, Málaga;2200000;5 hab.;310 m²;malaga;centro;centro-historico;No;Planta 2ª exterior con ascensor
Dúplex en calle Sebastián Souvirón, Centro Histórico, Málaga;1125000;3 hab.;137 m²;malaga;centro;centro-historico;Garaje incluido;Planta 4ª exterior con ascensor
Piso en Centro Histórico, Málaga;970000;3 hab.;105 m²;malaga;centro;centro-historico;No;Planta 3ª con ascensor
Piso en plaza del Teatro, Centro Histórico, Málaga;399000;2 hab.;107 m²;malaga;centro;centro-historico;No;Planta 1ª exterior con ascensor
