;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2_municipio;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 2011 a 2020;Total No consta;Total De 1951 a 1970;Total De 1971 a 1990;Total De 1991 a 2010;reg_autonomos;reg_general;Total afiliados;Turismo 2024;En alquiler;En propiedad;Otro régimen de tenencia;Total viviendas;%propiedad;%alquiler;Proporcion Propiedad/Alquiler;total_superficie;menos_de_60m2;entre_61_y_105m2;mas_de_106m2;%menos_de_60m2;%entre_61_y_105m2;%mas_de_106m2
4182;Piso en calle Periodista Asuncion Valdes, Playa de San Juan, Alicante / Alacant;1200;2;105.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4183;Piso en avenida San Sebastián, Playa de San Juan, Alicante / Alacant;1050;2;64.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4184;Piso en calle Francia, Playa de San Juan, Alicante / Alacant;1350;3;120.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4185;Piso en avenida De Holanda, 12, Playa de San Juan, Alicante / Alacant;1300;3;120.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4186;Piso en niza, 26, Playa de San Juan, Alicante / Alacant;2600;3;160.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4187;Piso en avenida de Holanda, Playa de San Juan, Alicante / Alacant;1300;3;140.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4188;Piso en avenida de Holanda, Playa de San Juan, Alicante / Alacant;1390;3;105.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4189;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;2500;2;130.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4190;Piso en Playa de San Juan, Alicante / Alacant;850;3;95.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4191;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;950;2;70.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4192;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;1200;2;74.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4193;Piso en avenida de la Costa Blanca, Playa de San Juan, Alicante / Alacant;900;1;60.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4194;Piso en Playa de San Juan, Alicante / Alacant;1200;2;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4195;Piso en Playa de San Juan, Alicante / Alacant;1150;2;90.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;No;Alquiler;7ª;Interior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4196;Piso en avenida de Benidorm, Playa de San Juan, Alicante / Alacant;1350;3;115.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;No;Alquiler;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4197;Piso en avenida Países Escandinavos, Playa de San Juan, Alicante / Alacant;1300;2;85.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;11ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4198;Piso en Av Benidorm, 18, Playa de San Juan, Alicante / Alacant;900;1;80.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;6ª;Interior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4199;Piso en Playa de San Juan, Alicante / Alacant;4200;3;140.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4200;Piso en Playa de San Juan, Alicante / Alacant;1000;2;70.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;Indeterminado;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4201;Piso en avenida de Cataluña, Playa de San Juan, Alicante / Alacant;1200;3;88.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4202;Piso en avenida Historiador Vicente Ramos, 15, Playa de San Juan, Alicante / Alacant;1300;3;112.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4203;Piso en Holanda, Playa de San Juan, Alicante / Alacant;1590;3;105.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4204;Piso en avenida de la Costa Blanca, Playa de San Juan, Alicante / Alacant;950;2;80.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4205;Piso en calle Fotógrafo Goyo, 6, Playa de San Juan, Alicante / Alacant;1600;3;120.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4206;Piso en avenida de Ansaldo, 2, Playa de San Juan, Alicante / Alacant;1300;2;115.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4207;Piso en Playa de San Juan, Alicante / Alacant;950;2;80.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;16ª;Interior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4208;Piso en Playa de San Juan, Alicante / Alacant;900;2;84.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;No;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4209;Piso en Playa de San Juan, Alicante / Alacant;1500;3;95.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4210;Ático en Playa de San Juan, Alicante / Alacant;2200;2;146.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4211;Piso en Playa de San Juan, Alicante / Alacant;990;1;65.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4212;Piso en Playa de San Juan, Alicante / Alacant;950;2;105.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;No;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4213;Piso en Playa de San Juan, Alicante / Alacant;1150;2;95.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4214;Piso en Playa de San Juan, Alicante / Alacant;1800;3;95.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;14ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4215;Piso en avenida Benidorm,, Playa de San Juan, Alicante / Alacant;1500;3;108.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4216;Estudio en avenida Benidorm, 18, Playa de San Juan, Alicante / Alacant;900;2;42.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;No;Alquiler;12ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4217;Estudio en avenida países escandinavos, playa de san juan, 6, Playa de San Juan, Alicante / Alacant;850;2;45.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;No;Alquiler;Entreplanta;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4218;Piso en Playa de San Juan, Alicante / Alacant;1200;2;80.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4219;Piso en avenida Países Escandinavos, Playa de San Juan, Alicante / Alacant;1000;2;90.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4220;Piso en San juan playa, 5, Playa de San Juan, Alicante / Alacant;1650;2;105.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4221;Piso en avenida historiador Vicente Ramos, 4, Playa de San Juan, Alicante / Alacant;1150;2;112.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4222;Piso en avenida Oviedo, 6, Playa de San Juan, Alicante / Alacant;1250;2;70.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4223;Piso en avenida Oviedo, 4, Playa de San Juan, Alicante / Alacant;1650;2;92.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
