;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2_municipio;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 2011 a 2020;Total No consta;Total De 1951 a 1970;Total De 1971 a 1990;Total De 1991 a 2010;reg_autonomos;reg_general;Total afiliados;Turismo 2024;En alquiler;En propiedad;Otro régimen de tenencia;Total viviendas;%propiedad;%alquiler;Proporcion Propiedad/Alquiler;total_superficie;menos_de_60m2;entre_61_y_105m2;mas_de_106m2;%menos_de_60m2;%entre_61_y_105m2;%mas_de_106m2
3646;Casa o chalet independiente en calle del Marrajo, Cabo de las Huertas, Alicante / Alacant;3200000;4;342.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3647;Casa o chalet independiente en Cabo de las Huertas, Alicante / Alacant;1390000;6;506.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3648;Chalet adosado en Cabo de las Huertas, Alicante / Alacant;650000;3;220.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3649;Piso en Currican, 5, Cabo de las Huertas, Alicante / Alacant;500000;4;200.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3650;Chalet pareado en calle Océano, Cabo de las Huertas, Alicante / Alacant;2500000;6;400.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3651;Piso en avenida de la Costa Blanca, Cabo de las Huertas, Alicante / Alacant;295000;2;85.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3652;Chalet adosado en océano, Cabo de las Huertas, Alicante / Alacant;1100000;6;550.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3653;Chalet pareado en calle la Doblada, Cabo de las Huertas, Alicante / Alacant;980000;4;390.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3654;Piso en avenida de la Costa Blanca, Cabo de las Huertas, Alicante / Alacant;346000;3;126.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3655;Chalet adosado en calle Trident, Cabo de las Huertas, Alicante / Alacant;499000;5;235.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3656;Piso en calle Arpón, Cabo de las Huertas, Alicante / Alacant;320000;3;130.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3657;Chalet adosado en calle Océano, 20 C, Cabo de las Huertas, Alicante / Alacant;1125000;8;600.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3658;Casa o chalet independiente en Cabo de las Huertas, Alicante / Alacant;1190000;5;470.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3659;Piso en calle Algas Marinas, Cabo de las Huertas, Alicante / Alacant;790000;3;116.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3660;Chalet adosado en avenida de la Costa Blanca, Cabo de las Huertas, Alicante / Alacant;495000;4;180.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3661;Piso en calle Catedratic Abelardo Rigual, 2, Cabo de las Huertas, Alicante / Alacant;475000;3;139.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3662;Piso en avenida de la Costa Blanca, 4, Cabo de las Huertas, Alicante / Alacant;280000;2;85.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3663;Piso en avenida de Cataluña, Cabo de las Huertas, Alicante / Alacant;185000;1;38.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;4ª;Exterior;No;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3664;Casa o chalet independiente en Cabo de las Huertas, Alicante / Alacant;1490000;7;580.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3665;Casa o chalet independiente en avenida de la Costa Blanca, Cabo de las Huertas, Alicante / Alacant;935000;5;350.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3666;Chalet adosado en avenida Goleta, 16, Cabo de las Huertas, Alicante / Alacant;530000;5;330.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3667;Piso en calle Pedro Ferrándiz, Cabo de las Huertas, Alicante / Alacant;368000;3;125.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3668;Casa o chalet independiente en calle Balandra, 8, Cabo de las Huertas, Alicante / Alacant;1390000;6;506.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3669;Casa o chalet independiente en calle Atún, 22, Cabo de las Huertas, Alicante / Alacant;1700000;6;550.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3670;Piso en calle Algas Marinas, Cabo de las Huertas, Alicante / Alacant;790000;3;154.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3671;Piso en avenida de Cataluña, Cabo de las Huertas, Alicante / Alacant;215000;1;78.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3672;Piso en calle de la Nasa, Cabo de las Huertas, Alicante / Alacant;285000;3;80.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3673;Dúplex en Pagel, Cabo de las Huertas, Alicante / Alacant;450000;2;140.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3674;Chalet adosado en calle boga, Cabo de las Huertas, Alicante / Alacant;550000;4;349.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3675;Chalet adosado en calle del Sargo, Cabo de las Huertas, Alicante / Alacant;420000;4;171.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3676;Chalet adosado en calle del Palangre, Cabo de las Huertas, Alicante / Alacant;450000;4;200.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3677;Chalet adosado en calle redes, Cabo de las Huertas, Alicante / Alacant;398000;3;200.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3678;Casa o chalet independiente en avenida de la Costa Blanca, Cabo de las Huertas, Alicante / Alacant;1400000;3;240.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3679;Chalet adosado en Salpa, Cabo de las Huertas, Alicante / Alacant;1200000;6;285.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3680;Piso en calle Algas Marinas, Cabo de las Huertas, Alicante / Alacant;790000;3;125.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3681;Piso en calle del Curricán, Cabo de las Huertas, Alicante / Alacant;299000;1;72.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3682;Chalet pareado en calle Trident, Cabo de las Huertas, Alicante / Alacant;499000;5;349.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3683;Ático en calle la Melva, Cabo de las Huertas, Alicante / Alacant;620000;3;130.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3684;Chalet adosado en calle Océano, Cabo de las Huertas, Alicante / Alacant;1145000;8;622.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3685;Chalet pareado en calle Océano, 30, Cabo de las Huertas, Alicante / Alacant;1125000;8;650.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3686;Casa o chalet independiente en calle la Doblada, Cabo de las Huertas, Alicante / Alacant;980000;4;300.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3687;Piso en camino del Faro, Cabo de las Huertas, Alicante / Alacant;189500;1;45.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Compra;Bajo;Exterior;No;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3688;Piso en calle del Curricán, 43, Cabo de las Huertas, Alicante / Alacant;299000;1;72.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Compra;Planta 8ª;Indeterminado;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3689;Ático en Playa de San Juan, Alicante / Alacant;1320000;4;317.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;No;Compra;Indeterminado;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3690;Piso en avenida de la Costa Blanca, 142, Playa de San Juan, Alicante / Alacant;375000;2;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3691;Piso en calle Fotógrafo Goyo, Playa de San Juan, Alicante / Alacant;369000;3;137.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3692;Piso en Playa de San Juan, Alicante / Alacant;360000;4;121.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3693;Piso en avenida de Niza, 29, Playa de San Juan, Alicante / Alacant;875000;5;225.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3694;Piso en avenida de Holanda, Playa de San Juan, Alicante / Alacant;370000;2;80.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;13ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3695;Piso en Playa de San Juan, Alicante / Alacant;392000;3;131.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3696;Piso en calle Britania, Playa de San Juan, Alicante / Alacant;278000;2;69.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
3697;Piso en avenida de Niza, Playa de San Juan, Alicante / Alacant;820000;2;170.0;Alacant/Alicante;Playa De San Juan El Cabo;Playa De San Juan;Garaje incluido;Compra;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;21801;104009;10054;135864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
